title,time,comment_count,comment,comment_date,recommend_count,unrecommend_count
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,8천만원이면 엄청나게 오른거고 대성공인듯요,2024.07.10. 11:01,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,본인 뜻대로 안되니까 다같이 죽자는건가ㅠㅠ애초에 가치평가도 힘든걸 가지고 한탕주의로 4억이고 5억이고 간다는 자체가 받아들일 수 있겠냐ㅠ,2024.07.10. 10:57,3,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,웃기지 않나? 이런인간들이 조정질 하는거나 마찬가지 아니가?점쟁이도 아니고 미래를 전문적인 지식이라는 쉴드로 맘대로 짓거리고 있고...웃기는 넘이네...부자아빠? 아빠는 무신.,2024.07.10. 10:57,2,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,올해 30만달러 불가능해 보이는데 인디언기우제식 예언 그만좀 해라,2024.07.10. 10:55,2,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,이런가사 나오는거보니 조만간 불장오것넹 준비하자,2024.07.10. 10:54,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,지가 샀을 때였고 지금은 재미 못 보고 팔았으니까 폭락장 온다고 주장 저놈은 그냥 뜬구름 잡듯이 이쪽에서 저쪽으로 돈이 흐르게 하라는 화살표 도형 하나로 뜬 놈이고 책으로 한 탕 했던거에 불과함,2024.07.10. 10:51,57,2
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,일본놈은 믿는게 아냐,2024.07.10. 10:51,2,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,저런 예상은 맞으면 천재소리 듣고 아니면 그냥 말고.. 무조건 남는 장사임,2024.07.10. 10:49,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,이랬다 저랬다 장난꾸러기...검은 고양이 네로 보다도 못하네 ㅋ,2024.07.10. 10:47,0,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,오른다는거냐 만다는거냐,2024.07.11. 01:54,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,ㅋㅋㅋ,2024.07.10. 10:45,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,비싼가격에 팔고 저가 왔으니 사두고 올리려는건가??,2024.07.10. 10:43,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,코를비트는 소리허고자빠졌네,2024.07.10. 10:40,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,ㅋㅋㅋ 말 바꾸기 오지네,2024.07.10. 10:37,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,이게 예측이냐.. 말을 말아라..누구나 다 하겠다,2024.07.10. 10:36,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,"작년말에 폭락장 온다, 올해 3월 안에 폭락장온다...이젠 올해말? 인디안 기우제 지내냐??",2024.07.10. 10:35,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,니이이이임미 3월에 4억 간다해놓고 갑자기 폭락장??/ 주댕 나불나불 ㅉㅉ,2024.07.10. 10:32,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,사기꾼ㅋ,2024.07.10. 10:32,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,이사람 헛소리만 하고 있네 오른다 내린다,2024.07.10. 13:24,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,오른다 ! 언제? 앞으로 ..내린다 ! 언제? 앞으로 이런 예상 누가 못하나,2024.07.10. 10:32,2,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,난 다 맞출수 있다. 오르던지 내리던지 둘 중 하나다.,2024.07.10. 10:28,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,자기 코인 다 팔았나보네,2024.07.10. 10:27,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,저렇게 막 시부려놓고 하나 맞아라 그거네ㅋㅋㅋ지금 4억간다던 비트코인에 대해선 왜 변명은 없어?ㅋㅋ,2024.07.10. 10:26,2,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,부자아빠도 맛이간 모양입니다. 쪽박찼나? 모름지기 사람이라면 일관성과 주관이 있으니까? 적어도 코린이 등쳐 먹는 인간은 되지마라.,2024.07.10. 10:24,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,기요사키 말 그대로 믿는 사람들이 어디 있나요? 그냥 창고로만 알고 부동산 매수 등 모든 것은 자신의 판단하에 투자하는 것이 답입니다.,2024.07.10. 10:23,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,이 사람 맨날 하락장 외쳤던 사람인데 뭘...,2024.07.10. 10:23,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,바이 시그널,2024.07.10. 10:22,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,막 던져. 아님 말고,2024.07.10. 10:19,0,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,망한할배 기요사키 가난한 아빠의 대표적인 사람,2024.07.10. 10:18,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,누가믿겠니....,2024.07.10. 10:15,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,ㅋ..금이 폭락한다고?...,2024.07.10. 10:14,1,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,저런 소리는 누구는 못해,2024.07.10. 10:11,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,야는 30년전 퇴물안데 아직도 기사를 써주냐 !!!,2024.07.10. 10:10,19,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,대략 2027년부터 모든자산가치는 폭락할것.,2024.07.10. 10:08,0,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,비트코인 자본주의. 최고에 꽃이거나 아니면 최악에 몰락을 초례할 듯ᆢ(짧은 제 생각),2024.07.10. 10:07,1,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,참 기사 낼 거 없나 보네,2024.07.10. 10:06,13,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,빅쇼트온다고 겁주네 ㅋㅋㅋ풀롱으로 대응하라!!,2024.07.10. 10:02,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,"모 아니면 도, 가위 바위 보 보다 쉬운 예측 아니면 말고, 맞으면 박수무당~ㅋㅋㅋ",2024.07.10. 10:49,111,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,공짜 없다. 줍줍 없다. 열심히 저축이나 해라. 이런 똥 정보에 낚이면 호구중에 호구된다. 몇명 돈 벌었겠지. 돈 날린 사람은 조용하다. 엽전들은 공짜 젓나게 좋아하다 젓된다. 그리고 조용하다. 속만 부글부글...,2024.07.10. 09:41,27,2
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,225,속지마시라..이래놓고 정작 본인은 줍줍할 수 있다,2024.07.10. 09:32,5,1
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,망한다는 모지리들.....다시 나와봐!!!!ㅋㅋㅋㅋㅋㅋ,2024.07.10. 10:50,9,5
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,나락간다 꽉잡아 풀숏이다,2024.07.10. 20:18,1,0
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,독일 마곡 미국 물량 아직 안털었습니다 어려운장입니다.오를수도 내릴수도 완전 그래프게임,2024.07.11. 08:05,0,0
