TBL_NM,ITM_NM_ENG,ITM_ID,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,C3_OBJ_NM,C2,C1_NM_ENG,C2_NM_ENG,C3_NM_ENG,LST_CHN_DE,PRD_DE,ITM_NM,TBL_ID,UNIT_NM,C1_OBJ_NM_ENG,C2_OBJ_NM_ENG,C3_OBJ_NM_ENG,C3,DT,PRD_SE,C1,C1_NM,C2_NM,C3_NM
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,5-9 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),05,0,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,5 - 9세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,5-9 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),05,3,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,5 - 9세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,5-9 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),05,7,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,5 - 9세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,5-9 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),05,-,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,5 - 9세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,5-9 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),05,0.3,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,5 - 9세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,5-9 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),05,0.6,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,5 - 9세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,10-14 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),10,1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,10 - 14세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,10-14 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),10,2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,10 - 14세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,10-14 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),10,5,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,10 - 14세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,10-14 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),10,0.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,10 - 14세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,10-14 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),10,0.2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,10 - 14세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,10-14 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),10,0.4,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,10 - 14세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15 Years old under,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),12,7,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15세 미만
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15 Years old under,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),12,12,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15세 미만
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15 Years old under,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),12,31,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15세 미만
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15 Years old under,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),12,0.2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15세 미만
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15 Years old under,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),12,0.4,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15세 미만
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15 Years old under,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),12,1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15세 미만
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15-19 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),15,2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15 - 19세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15-19 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),15,1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15 - 19세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15-19 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),15,10,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15 - 19세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15-19 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),15,0.2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15 - 19세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15-19 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),15,0.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15 - 19세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,15-19 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),15,0.8,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,15 - 19세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,20-24 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),20,2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,20-24 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),20,2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,20-24 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),20,18,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,20-24 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),20,0.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,20-24 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),20,0.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,20-24 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),20,1.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,25-29 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),25,8,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,25-29 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),25,16,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,25-29 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),25,32,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,25-29 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),25,0.4,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,25-29 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),25,0.9,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,25-29 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),25,1.7,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,30-34 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),30,14,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,30-34 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),30,12,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,30-34 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),30,40,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,30-34 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),30,0.9,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,30-34 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),30,0.7,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,30-34 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),30,2.4,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,35-39 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),35,29,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,35-39 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),35,39,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,35-39 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),35,48,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,35-39 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),35,1.5,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,35-39 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),35,2.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,35-39 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),35,2.8,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,40-44 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),40,61,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,40-44 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),40,68,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,40-44 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),40,106,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,40-44 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),40,3.1,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,40-44 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),40,3.4,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,40-44 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),40,5.2,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,45-49 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),45,103,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,45-49 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),45,123,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,45-49 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),45,173,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,45-49 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),45,4.6,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,45-49 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),45,5.7,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,45-49 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),45,8.4,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,50-54 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),50,151,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain infectious and parasitic diseases (A00-B99 U07.1 U07.2 U10),Male,50-54 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),50,239,A,1,특정 감염성 및 기생충성 질환 (A00-B99 U07.1 U07.2 U10),남자,50 - 54세
